    step         time       v_max        dt  itr  divergence   residual      tmp_ave      prs_ave
       1 1.333333e-04  0.0000e+00 1.333e-04    1  0.0000e+00  2.147e-01  5.21556e-01  0.00000e+00
       2 2.666667e-04  0.0000e+00 1.333e-04    1  0.0000e+00  1.239e-01  5.21858e-01  0.00000e+00
       3 4.000000e-04  0.0000e+00 1.333e-04    1  0.0000e+00  8.596e-02  5.21981e-01  0.00000e+00
       4 5.333333e-04  0.0000e+00 1.333e-04    1  0.0000e+00  6.119e-02  5.22020e-01  0.00000e+00
       5 6.666667e-04  0.0000e+00 1.333e-04    1  0.0000e+00  4.462e-02  5.22020e-01  0.00000e+00
       6 8.000000e-04  0.0000e+00 1.333e-04    1  0.0000e+00  3.321e-02  5.22000e-01  0.00000e+00
       7 9.333333e-04  0.0000e+00 1.333e-04    1  0.0000e+00  2.512e-02  5.21970e-01  0.00000e+00
       8 1.066667e-03  0.0000e+00 1.333e-04    1  0.0000e+00  1.926e-02  5.21936e-01  0.00000e+00
       9 1.200000e-03  0.0000e+00 1.333e-04    1  0.0000e+00  1.493e-02  5.21902e-01  0.00000e+00
      10 1.333333e-03  0.0000e+00 1.333e-04    1  0.0000e+00  1.168e-02  5.21867e-01  0.00000e+00
      11 1.466667e-03  0.0000e+00 1.333e-04    1  0.0000e+00  9.216e-03  5.21834e-01  0.00000e+00
      12 1.600000e-03  0.0000e+00 1.333e-04    1  0.0000e+00  7.328e-03  5.21803e-01  0.00000e+00
      13 1.733334e-03  0.0000e+00 1.333e-04    1  0.0000e+00  5.870e-03  5.21774e-01  0.00000e+00
      14 1.866667e-03  0.0000e+00 1.333e-04    1  0.0000e+00  4.736e-03  5.21747e-01  0.00000e+00
      15 2.000000e-03  0.0000e+00 1.333e-04    1  0.0000e+00  3.849e-03  5.21722e-01  0.00000e+00
      16 2.133334e-03  0.0000e+00 1.333e-04    1  0.0000e+00  3.151e-03  5.21699e-01  0.00000e+00
      17 2.266667e-03  0.0000e+00 1.333e-04    1  0.0000e+00  2.715e-03  5.21677e-01  0.00000e+00
      18 2.400000e-03  0.0000e+00 1.333e-04    1  0.0000e+00  2.414e-03  5.21657e-01  0.00000e+00
      19 2.533333e-03  0.0000e+00 1.333e-04    1  0.0000e+00  2.175e-03  5.21639e-01  0.00000e+00
      20 2.666667e-03  0.0000e+00 1.333e-04    1  0.0000e+00  1.998e-03  5.21623e-01  0.00000e+00
      21 2.800000e-03  0.0000e+00 1.333e-04    1  0.0000e+00  1.834e-03  5.21607e-01  0.00000e+00
      22 2.933333e-03  0.0000e+00 1.333e-04    1  0.0000e+00  1.682e-03  5.21593e-01  0.00000e+00
      23 3.066666e-03  0.0000e+00 1.333e-04    1  0.0000e+00  1.543e-03  5.21581e-01  0.00000e+00
      24 3.200000e-03  0.0000e+00 1.333e-04    1  0.0000e+00  1.414e-03  5.21569e-01  0.00000e+00
      25 3.333333e-03  0.0000e+00 1.333e-04    1  0.0000e+00  1.296e-03  5.21558e-01  0.00000e+00
      26 3.466666e-03  0.0000e+00 1.333e-04    1  0.0000e+00  1.187e-03  5.21548e-01  0.00000e+00
      27 3.599999e-03  0.0000e+00 1.333e-04    1  0.0000e+00  1.087e-03  5.21539e-01  0.00000e+00
      28 3.733333e-03  0.0000e+00 1.333e-04    1  0.0000e+00  9.959e-04  5.21531e-01  0.00000e+00
      29 3.866666e-03  0.0000e+00 1.333e-04    1  0.0000e+00  9.120e-04  5.21523e-01  0.00000e+00
      30 3.999999e-03  0.0000e+00 1.333e-04    1  0.0000e+00  8.351e-04  5.21516e-01  0.00000e+00
      31 4.133333e-03  0.0000e+00 1.333e-04    1  0.0000e+00  7.646e-04  5.21510e-01  0.00000e+00
      32 4.266666e-03  0.0000e+00 1.333e-04    1  0.0000e+00  6.999e-04  5.21504e-01  0.00000e+00
      33 4.399999e-03  0.0000e+00 1.333e-04    1  0.0000e+00  6.407e-04  5.21499e-01  0.00000e+00
      34 4.533332e-03  0.0000e+00 1.333e-04    1  0.0000e+00  5.865e-04  5.21494e-01  0.00000e+00
      35 4.666666e-03  0.0000e+00 1.333e-04    1  0.0000e+00  5.368e-04  5.21489e-01  0.00000e+00
      36 4.799999e-03  0.0000e+00 1.333e-04    1  0.0000e+00  4.914e-04  5.21485e-01  0.00000e+00
      37 4.933332e-03  0.0000e+00 1.333e-04    1  0.0000e+00  4.497e-04  5.21481e-01  0.00000e+00
      38 5.066665e-03  0.0000e+00 1.333e-04    1  0.0000e+00  4.116e-04  5.21478e-01  0.00000e+00
      39 5.199999e-03  0.0000e+00 1.333e-04    1  0.0000e+00  3.767e-04  5.21475e-01  0.00000e+00
      40 5.333332e-03  0.0000e+00 1.333e-04    1  0.0000e+00  3.447e-04  5.21472e-01  0.00000e+00
      41 5.466665e-03  0.0000e+00 1.333e-04    1  0.0000e+00  3.155e-04  5.21469e-01  0.00000e+00
      42 5.599998e-03  0.0000e+00 1.333e-04    1  0.0000e+00  2.887e-04  5.21467e-01  0.00000e+00
      43 5.733332e-03  0.0000e+00 1.333e-04    1  0.0000e+00  2.642e-04  5.21465e-01  0.00000e+00
      44 5.866665e-03  0.0000e+00 1.333e-04    1  0.0000e+00  2.418e-04  5.21463e-01  0.00000e+00
      45 5.999998e-03  0.0000e+00 1.333e-04    1  0.0000e+00  2.213e-04  5.21461e-01  0.00000e+00
      46 6.133331e-03  0.0000e+00 1.333e-04    1  0.0000e+00  2.025e-04  5.21459e-01  0.00000e+00
      47 6.266665e-03  0.0000e+00 1.333e-04    1  0.0000e+00  1.853e-04  5.21458e-01  0.00000e+00
      48 6.399998e-03  0.0000e+00 1.333e-04    1  0.0000e+00  1.696e-04  5.21456e-01  0.00000e+00
      49 6.533331e-03  0.0000e+00 1.333e-04    1  0.0000e+00  1.552e-04  5.21455e-01  0.00000e+00
      50 6.666664e-03  0.0000e+00 1.333e-04    1  0.0000e+00  1.420e-04  5.21454e-01  0.00000e+00
      51 6.799998e-03  0.0000e+00 1.333e-04    1  0.0000e+00  1.299e-04  5.21453e-01  0.00000e+00
      52 6.933331e-03  0.0000e+00 1.333e-04    1  0.0000e+00  1.189e-04  5.21452e-01  0.00000e+00
      53 7.066664e-03  0.0000e+00 1.333e-04    1  0.0000e+00  1.088e-04  5.21451e-01  0.00000e+00
      54 7.199998e-03  0.0000e+00 1.333e-04    1  0.0000e+00  9.957e-05  5.21450e-01  0.00000e+00
      55 7.333331e-03  0.0000e+00 1.333e-04    1  0.0000e+00  9.112e-05  5.21449e-01  0.00000e+00
      56 7.466664e-03  0.0000e+00 1.333e-04    1  0.0000e+00  8.342e-05  5.21448e-01  0.00000e+00
      57 7.599997e-03  0.0000e+00 1.333e-04    1  0.0000e+00  7.631e-05  5.21448e-01  0.00000e+00
      58 7.733331e-03  0.0000e+00 1.333e-04    1  0.0000e+00  6.984e-05  5.21447e-01  0.00000e+00
      59 7.866664e-03  0.0000e+00 1.333e-04    1  0.0000e+00  6.391e-05  5.21447e-01  0.00000e+00
      60 7.999998e-03  0.0000e+00 1.333e-04    1  0.0000e+00  5.848e-05  5.21446e-01  0.00000e+00
      61 8.133331e-03  0.0000e+00 1.333e-04    1  0.0000e+00  5.352e-05  5.21446e-01  0.00000e+00
      62 8.266665e-03  0.0000e+00 1.333e-04    1  0.0000e+00  4.896e-05  5.21445e-01  0.00000e+00
      63 8.399999e-03  0.0000e+00 1.333e-04    1  0.0000e+00  4.482e-05  5.21445e-01  0.00000e+00
      64 8.533332e-03  0.0000e+00 1.333e-04    1  0.0000e+00  4.099e-05  5.21445e-01  0.00000e+00
      65 8.666666e-03  0.0000e+00 1.333e-04    1  0.0000e+00  3.752e-05  5.21444e-01  0.00000e+00
      66 8.800000e-03  0.0000e+00 1.333e-04    1  0.0000e+00  3.432e-05  5.21444e-01  0.00000e+00
      67 8.933334e-03  0.0000e+00 1.333e-04    1  0.0000e+00  3.143e-05  5.21444e-01  0.00000e+00
      68 9.066667e-03  0.0000e+00 1.333e-04    1  0.0000e+00  2.876e-05  5.21444e-01  0.00000e+00
      69 9.200001e-03  0.0000e+00 1.333e-04    1  0.0000e+00  2.632e-05  5.21443e-01  0.00000e+00
      70 9.333335e-03  0.0000e+00 1.333e-04    1  0.0000e+00  2.409e-05  5.21443e-01  0.00000e+00
      71 9.466669e-03  0.0000e+00 1.333e-04    1  0.0000e+00  2.204e-05  5.21443e-01  0.00000e+00
      72 9.600002e-03  0.0000e+00 1.333e-04    1  0.0000e+00  2.015e-05  5.21443e-01  0.00000e+00
      73 9.733336e-03  0.0000e+00 1.333e-04    1  0.0000e+00  1.846e-05  5.21443e-01  0.00000e+00
      74 9.866670e-03  0.0000e+00 1.333e-04    1  0.0000e+00  1.687e-05  5.21442e-01  0.00000e+00
      75 1.000000e-02  0.0000e+00 1.333e-04    1  0.0000e+00  1.545e-05  5.21442e-01  0.00000e+00
      76 1.013334e-02  0.0000e+00 1.333e-04    1  0.0000e+00  1.413e-05  5.21442e-01  0.00000e+00
      77 1.026667e-02  0.0000e+00 1.333e-04    1  0.0000e+00  1.294e-05  5.21442e-01  0.00000e+00
      78 1.040000e-02  0.0000e+00 1.333e-04    1  0.0000e+00  1.185e-05  5.21442e-01  0.00000e+00
      79 1.053334e-02  0.0000e+00 1.333e-04    1  0.0000e+00  1.085e-05  5.21442e-01  0.00000e+00
      80 1.066667e-02  0.0000e+00 1.333e-04    1  0.0000e+00  9.912e-06  5.21442e-01  0.00000e+00
      81 1.080001e-02  0.0000e+00 1.333e-04    1  0.0000e+00  9.084e-06  5.21442e-01  0.00000e+00
      82 1.093334e-02  0.0000e+00 1.333e-04    1  0.0000e+00  8.317e-06  5.21442e-01  0.00000e+00
      83 1.106667e-02  0.0000e+00 1.333e-04    1  0.0000e+00  7.597e-06  5.21442e-01  0.00000e+00
      84 1.120001e-02  0.0000e+00 1.333e-04    1  0.0000e+00  6.963e-06  5.21442e-01  0.00000e+00
      85 1.133334e-02  0.0000e+00 1.333e-04    1  0.0000e+00  6.366e-06  5.21442e-01  0.00000e+00
      86 1.146667e-02  0.0000e+00 1.333e-04    1  0.0000e+00  5.835e-06  5.21442e-01  0.00000e+00
      87 1.160001e-02  0.0000e+00 1.333e-04    1  0.0000e+00  5.330e-06  5.21441e-01  0.00000e+00
      88 1.173334e-02  0.0000e+00 1.333e-04    1  0.0000e+00  4.892e-06  5.21441e-01  0.00000e+00
      89 1.186668e-02  0.0000e+00 1.333e-04    1  0.0000e+00  4.464e-06  5.21441e-01  0.00000e+00
      90 1.200001e-02  0.0000e+00 1.333e-04    1  0.0000e+00  4.087e-06  5.21441e-01  0.00000e+00
      91 1.213334e-02  0.0000e+00 1.333e-04    1  0.0000e+00  3.757e-06  5.21441e-01  0.00000e+00
      92 1.226668e-02  0.0000e+00 1.333e-04    1  0.0000e+00  3.437e-06  5.21441e-01  0.00000e+00
      93 1.240001e-02  0.0000e+00 1.333e-04    1  0.0000e+00  3.139e-06  5.21441e-01  0.00000e+00
